iteration,chorale ID,score
1,48,4.654213143185537
1,49,-1469.991060866811
2,0,-375.14333298733175
2,1,15.229117842372318
2,2,-99.797843575881
2,3,0.9253946732880998
2,4,-158.319849555083
2,5,2.8275613052438153
2,6,-42.85435029043754
2,7,-1288.9777643085513
2,8,7.469592406235424
2,9,-397.0466947242252
2,10,-570.882860242545
2,11,-6.177963399913203
2,12,16.8233702411995
2,13,10.15260742786933
2,14,-441.3981251261671
2,15,12.267944662230057
2,16,-92.23027658426292
2,17,8.33014684878318
2,18,-27.795062635255498
2,19,14.675670673490878
2,20,16.511648282662136
2,21,-124.3092030546183
2,22,-267.0427910752318
2,23,-20.234123012537786
2,24,-75.05283625294746
2,25,-10.94883968316688
2,26,20.054081756772717
2,27,-396.13941520563645
2,28,-160.59453236431875
2,29,-229.04409801523042
2,30,-21.3165856243647
2,31,-4.079543565334255
2,32,-283.57586624717135
2,33,5.4679863916909355
2,34,18.71328783418125
2,35,17.97882199996246
2,36,2.593971453398769
2,37,-52.25516349747021
2,38,-26.602168645278347
2,39,-349.08079557457313
2,40,-101.689530104746
2,41,-353.55084209491724
2,42,10.288215006512974
2,43,-139.0332721897032
2,44,-551.4544356885092
2,45,9.518231174609593
2,46,-208.3833636118987
2,47,-24.000391369984747
2,48,14.704884076450202
2,49,-422.76177753650484
3,0,21.3540363057624
3,1,-176.19822716331345
3,2,-13.159333877437227
3,3,-57.499496941303164
3,4,-96.66213363885677
3,5,15.257618580462587
3,6,-57.00255717778897
3,7,-9.173445893632604
3,8,11.307481902068126
3,9,-10.131812861641883
3,10,-37.99874835962095
3,11,-99.59500909179089
3,12,18.006635560946254
3,13,-0.3210508480166041
3,14,-16.694542355807386
3,15,-203.95824082904596
3,16,9.496738691745236
3,17,-264.17809369309265
3,18,-672.3091309963319
3,19,-120.17655020995637
3,20,5.841901246134547
3,21,5.545277779774565
3,22,-240.44664580794802
3,23,-20.626813027764832
3,24,-261.2499118952215
3,25,-116.51464693699758
3,26,-373.4587936448239
3,27,1.8295282737488883
3,28,1.9015551850762797
3,29,-24.003067878514187
3,30,15.108145039188804
3,31,18.845275873221425
3,32,-18.650435154906987
3,33,16.885543726425574
3,34,-206.5509068898578
3,35,-324.23445011000547
3,36,20.832496219130864
3,37,16.979178675406814
3,38,14.76625443240323
3,39,18.746726473715132
3,40,14.566690196236625
3,41,-69.24297708214175
3,42,11.724111245543732
3,43,11.900788473990321
3,44,13.866989567699349
3,45,-20.134052433294286
3,46,12.123932750051559
3,47,-129.67429202207506
3,48,-562.482836020204
3,49,-215.8895583477693
4,0,-87.51072426401127
4,1,-138.5316132511964
4,2,3.3835437151310153
4,3,16.90664825589988
4,4,3.0284931882615176
4,5,-49.84118770998444
4,6,-38.539550486383675
4,7,-85.1637398732416
4,8,1.8954289733862595
4,9,-33.86225408490696
4,10,12.774013569504607
4,11,7.433711241418159
4,12,-92.64525692017527
4,13,20.097103943846314
4,14,-15.614775569877885
4,15,-434.8334644941756
4,16,-142.18828377067592
4,17,3.7874844186179217
4,18,21.330630055640768
4,19,-20.038106536734134
4,20,-777.1407329851447
4,21,-104.88890833521079
4,22,-81.99458946886782
4,23,19.13905422309321
4,24,2.2650320228538448
4,25,-59.63039120891774
4,26,5.2716074801299975
4,27,-360.75820184308026
4,28,11.144465111680077
4,29,-128.7502050864682
4,30,-235.31845185659716
4,31,-62.646715827439635
4,32,-121.71162212890364
4,33,18.817629680989572
4,34,-59.42129324027242
4,35,-53.656650666828824
4,36,-40.997433600924325
4,37,-133.6259172704177
4,38,-135.41307613625582
4,39,-41.56205389337069
4,40,-1565.7507188002653
4,41,-48.85940188158233
4,42,-95.28985948523069
4,43,6.070488159797758
4,44,2.010372342360604
4,45,-68.61358693154361
4,46,-135.85500774971206
4,47,-232.7344805243137
4,48,15.738136916603477
4,49,1.6555460398646282
5,0,9.755495908660183
5,1,-373.78270480615413
5,2,-18.29701253337486
5,3,9.944199326112667
5,4,-49.84858661479467
5,5,-98.75962907730305
5,6,-82.94532250695482
5,7,-83.60183414513158
5,8,-311.1413036111661
5,9,2.5305395615300625
5,10,-96.46899075799193
5,11,-35.12942765037304
5,12,13.708511484064669
5,13,2.2530664549629584
5,14,-2.868343946584936
5,15,-3.7882388923985424
5,16,-18.226169210895982
5,17,4.968032766191616
5,18,10.241182809026995
5,19,18.901964678474563
5,20,5.976923114231674
5,21,-161.47569839372244
5,22,-147.96324190833008
5,23,-476.79382577115166
5,24,-416.0763590286915
5,25,-24.217931062400112
5,26,21.38800079871109
5,27,19.17661896699058
5,28,-66.85036502438825
5,29,-128.62239140834225
5,30,-9.74856129871472
5,31,9.086375987438831
5,32,7.707888574587653
5,33,-33.44693095800913
5,34,-28.37144692519724
5,35,-65.28544049097349
5,36,-139.29843383319655
5,37,12.160583047673555
5,38,-248.81006573988662
5,39,-5.160714413302806
5,40,-23.50220881954209
5,41,-628.4831806114778
5,42,-3.9449674519408546
5,43,-22.513623513046042
5,44,-81.0004182346527
5,45,-291.07837402213625
5,46,-98.43620757426045
5,47,-11.778294950842124
5,48,-191.7943959259136
5,49,19.09946625097595
6,0,20.419316521852313
6,1,-37.313335546910125
6,2,-43.622829184826244
6,3,11.721864266298358
6,4,12.01614947135602
6,5,-4.527861224866001
6,6,-58.309699428483256
6,7,-26.728871757195755
6,8,11.807049949501888
6,9,-23.266521388600736
6,10,-222.614742462531
6,11,-52.75507371547751
6,12,-4.956595360562133
6,13,20.08010778077819
6,14,3.040987909484066
6,15,-222.37436874734374
6,16,6.956927676759541
6,17,-21.039541438600757
6,18,-78.55843247016915
6,19,-8.682041233178992
6,20,-410.4298191741212
6,21,-12.427402856075275
6,22,16.07427786533076
6,23,0.34916252759996524
6,24,3.515601113806948
6,25,19.427675681470745
6,26,-150.33883372652355
6,27,-35.687520850301155
6,28,-529.6101327133443
6,29,1.0988243095763046
6,30,-18.991732962171085
6,31,10.272547936573112
6,32,-2.7181856246834464
6,33,1.949941025663776
6,34,10.0191862360332
6,35,-31.209260880833824
6,36,-538.2321404128418
6,37,11.830464326179719
6,38,-14.351386157063416
6,39,-106.04808342894283
6,40,-111.98362462781749
6,41,11.246199769623164
6,42,4.478555524531355
6,43,-11.090710699910566
6,44,9.966404251506628
6,45,-194.69716739030753
6,46,19.562057317103534
6,47,-25.65460426319438
6,48,14.797196912107433
6,49,-56.18707078397331
7,0,-184.94437344769926
7,1,-65.46937716879854
7,2,-112.98126778607157
7,3,-21.430626390890488
7,4,-36.28674251602753
7,5,-1051.4416641967905
7,6,-77.17881261929551
7,7,-674.2619356082619
7,8,-141.0616434821149
7,9,10.816840693597776
7,10,-18.731861163225155
7,11,-169.52195864153123
7,12,-166.3346692147981
7,13,21.708170258381106
7,14,18.93007537011359
7,15,-57.30933437750038
7,16,-120.04843173888618
7,17,-228.4438264402316
7,18,5.404591136521109
7,19,-169.21890193230934
7,20,-246.60937699533866
7,21,-341.7414067371734
7,22,-135.4102773191815
7,23,-999.6585998286962
7,24,-256.816984052634
7,25,4.846077847414666
7,26,-65.30105227088158
7,27,2.993379305430203
7,28,-596.7370916916288
7,29,-81.09581570757905
7,30,4.2364283009613715
7,31,-23.12590404290458
7,32,3.609919141534281
7,33,-5.28607335448315
7,34,-38.01620537600682
7,35,-267.7435475838943
7,36,-255.08967535112134
7,37,21.1604292606097
7,38,8.333054524328585
7,39,15.85615888326426
7,40,-168.3483422458021
7,41,4.2431523357783405
7,42,-31.47455393615433
7,43,5.7267300057663455
7,44,14.54259039529521
7,45,-15.860945719626734
7,46,1.973946901397408
7,47,-85.37254204339828
7,48,-30.831163614918687
7,49,1.5885319560644113
8,0,18.633667457170375
8,1,-15.356058581558365
8,2,-138.24096743399105
8,3,18.441108268912952
8,4,10.033350372334855
8,5,9.391595964271424
8,6,-17.072321439257664
8,7,6.908919840695177
8,8,-14.264097452903165
8,9,19.844104912763918
8,10,19.291382245619907
8,11,-0.9680062889970813
8,12,9.439624555152196
8,13,-34.02623266491695
8,14,-170.10779267037935
8,15,17.53160346608372
8,16,-36.61076907325118
8,17,-904.2758406523709
8,18,-378.9857444648217
8,19,-28.293154182251776
8,20,-91.75969171612836
8,21,-159.9540093344777
8,22,5.534390427279362
8,23,-8.023043294792735
8,24,-174.49821412806693
8,25,-5.749564232049025
8,26,-27.45861089096301
8,27,-354.03197917256784
8,28,17.25236779234488
8,29,-65.21488636731699
8,30,10.95072414133907
8,31,2.030987070089431
8,32,11.71006469136638
8,33,-36.95796747595135
8,34,-37.042475716062796
8,35,-13.949367536126744
8,36,5.226810853887759
8,37,7.086924694800107
8,38,15.669728214596773
8,39,-29.436973133885523
8,40,-55.24808820803149
8,41,3.469740616235029
8,42,18.810291891499297
8,43,-214.08235846457853
8,44,-573.2210187368531
8,45,2.6402119996200284
8,46,-395.3212137874752
8,47,-28.066558895559034
8,48,9.252654922714648
8,49,4.709073085313467
9,0,12.633616313782117
9,1,5.3615028439293475
9,2,1.611890637644592
9,3,-788.46238911735
9,4,-55.7400015500002
9,5,-70.38004881537056
9,6,6.878183461911426
9,7,-129.03227196754432
9,8,-79.47393051774091
9,9,9.146424667274154
9,10,11.511617808644928
9,11,-20.398940393038302
9,12,-166.9077976446012
9,13,-47.162790237903565
9,14,-30.634170857537327
9,15,-16.28535407503061
9,16,-73.64013493974787
9,17,-16.060442434144328
9,18,-173.2796394296522
9,19,-41.881203062918246
9,20,19.01335714418059
9,21,13.202511373889813
9,22,-44.846226233905256
9,23,7.7646297635560195
9,24,18.149326639455133
9,25,-919.1250098055799
9,26,3.783620428228346
9,27,-38.06476636648634
9,28,-368.7521529148001
9,29,-23.936508972357394
9,30,-416.933658498596
9,31,0.35412673007934714
9,32,11.75857889791084
9,33,-45.85626851984965
9,34,-108.73700263786147
9,35,20.284481073536206
9,36,-11.446909559434395
9,37,-0.5880973776017093
9,38,11.491564683459242
9,39,-61.20336184307443
9,40,-114.93580933310118
9,41,-14.038230775484152
9,42,-395.57073994594765
9,43,8.247384592412232
9,44,11.045633149480132
9,45,-31.34266893269624
9,46,-21.615298195367117
9,47,8.495320038317107
9,48,-26.73428810432231
9,49,-20.614857051709592
10,0,14.087146723502105
10,1,-398.50266233694316
10,2,4.1944886005986355
10,3,-60.97129391578858
10,4,4.6252023735927885
10,5,-20.970574415972216
10,6,-14.671921277237765
10,7,-47.41551936175395
10,8,-66.67781515594197
10,9,-66.17608361176174
10,10,20.255963629908997
10,11,13.263691197405517
10,12,-29.91144271324591
10,13,-231.82507395619507
10,14,-158.8018024355904
10,15,-340.4931643317226
10,16,-151.77274498995752
10,17,-60.66393135826995
10,18,-0.6521368910324341
10,19,-158.13579675713038
10,20,-19.888693512356078
10,21,-86.37101484452788
10,22,9.736941402329084
10,23,9.514677978155891
10,24,-28.914633595997778
10,25,-65.49183151127731
10,26,-98.13841975383157
10,27,-49.86523589868318
10,28,11.17637768416202
10,29,-275.2425500885746
10,30,4.680954722690231
10,31,-156.78619895571813
10,32,18.487859771687397
10,33,6.119274989466202
10,34,-439.91383050102905
10,35,9.843725156808222
10,36,-347.9178248503324
10,37,18.39953682874567
10,38,-25.687227207845275
10,39,-11.075335676025752
10,40,-20.974597556890174
10,41,17.391958006327563
10,42,-72.01379918332839
10,43,-81.38424125578041
10,44,-162.32787509587564
10,45,-78.65917081680927
10,46,-261.4096245510204
10,47,12.890627389436784
10,48,-10.975959756241892
10,49,-37.292750866216764
11,0,-70.36803087037407
11,1,-122.2969619493614
11,2,5.458744617994171
11,3,-531.3063396817428
11,4,-101.32021606328352
11,5,4.694657074594009
11,6,-8.557921064195554
11,7,-351.2748267097525
11,8,-31.116937135090375
11,9,5.379374747306787
11,10,7.339387122542242
11,11,-18.44129389322854
11,12,-61.95361964247141
11,13,-68.21754402229536
11,14,-29.79261696276479
11,15,8.492222419965408
11,16,-92.90805508172456
11,17,18.55296572843085
11,18,-162.93387299861138
11,19,-107.71292273224687
11,20,-45.51421342721032
11,21,-1.7313002501331418
11,22,-453.31600420671356
11,23,19.957826774706923
11,24,-790.8204907139223
11,25,-83.82656204975208
11,26,0.057316583883519456
11,27,-527.3312505628525
11,28,-145.4755155051052
11,29,-19.64382099394212
11,30,-533.1260257896544
11,31,-29.203249177582514
11,32,-119.67589806589824
11,33,-34.742137622765306
11,34,-227.37663595703987
11,35,-59.18920597673748
11,36,-82.26326069800534
11,37,-191.60233640913265
11,38,-18.08418035453667
11,39,-102.80537881255971
11,40,-5.467991202386841
11,41,-360.17787193990216
11,42,-18.00432804574487
11,43,-7.400474210626342
11,44,-294.4723976534139
11,45,6.754008088172608
11,46,-277.3177146846779
11,47,-423.0971357643261
11,48,20.683077411051556
11,49,-94.90432543155265
12,0,-997.4089721123876
12,1,-250.4225554819272
12,2,-4.4422866569403325
12,3,18.682521533065767
12,4,-18.55368717330829
12,5,15.262891720795691
12,6,-227.50851382958166
12,7,-75.00308637960768
12,8,-45.85557900289288
12,9,-25.571828525754036
12,10,-5.554298213409098
12,11,-76.38172773270368
12,12,18.606794415639424
12,13,8.267858919373683
12,14,-232.07772439879398
12,15,-48.50684650281846
12,16,-95.97630052373052
12,17,-86.86508378723869
12,18,0.0905804497759064
12,19,-102.80180975087147
12,20,-62.704854695674285
12,21,-8.020881631001195
12,22,10.83812322823557
12,23,-218.86841057609251
12,24,6.235701124296025
12,25,-145.45020379787087
12,26,10.803989865280933
12,27,-1223.2666671574937
12,28,-65.34171713735951
12,29,-251.61160455709296
12,30,-627.7948410380462
12,31,-1528.2687254274972
12,32,-21.386363823695916
12,33,-1685.9280961278162
12,34,3.0695694473003847
12,35,-88.66867889120654
12,36,6.045815607849153
12,37,-512.1050241062928
12,38,8.550076728542152
12,39,-516.6578589081503
12,40,-81.70209361971378
12,41,3.7964306285255027
12,42,-20.115685424210326
12,43,-5.889453304305022
12,44,-133.16286997782163
12,45,13.02328038899994
12,46,-28.273635005508588
12,47,1.481309787356956
12,48,-791.4476680719885
12,49,-65.6005795359832
13,0,10.787417829219269
13,1,-38.86686270866177
13,2,-113.3764690037247
13,3,17.374905083963206
13,4,-167.0203123640385
13,5,18.39852084447077
13,6,-360.92334947249316
13,7,13.576663358974066
13,8,-144.16581823971518
13,9,-24.67896275132282
13,10,-84.76534462625982
13,11,-90.5402484495471
13,12,-121.9779020530449
13,13,7.869026992105315
13,14,-75.16800072598929
13,15,-9.34735442884827
13,16,-67.29859832753411
13,17,-165.52679222392362
13,18,-22.717906615141473
13,19,8.215345003557221
13,20,16.311260882971062
13,21,11.486523496986209
13,22,11.628705576993934
13,23,10.211432253757224
13,24,-19.821079835862264
13,25,-27.4037808840444
13,26,20.801905161667918
13,27,-234.0246300034874
13,28,-66.21464999987137
13,29,-6.050637141408906
13,30,-16.545227394835514
13,31,-22.360325507696437
13,32,-32.300502753500055
13,33,2.2769189214033467
13,34,-20.008664711163618
13,35,15.01389098142363
13,36,-466.70131586140474
13,37,-84.46894054465255
13,38,-151.05724442589133
13,39,-57.10208861756708
13,40,-34.52375360906032
13,41,-1319.7974750130347
13,42,-24.76513582371154
13,43,-31.15419144157918
13,44,-28.534143825544838
13,45,6.68494126794063
13,46,-27.94641620651349
13,47,-48.348272661584105
13,48,14.491519140748942
13,49,-90.41781617432554
14,0,13.222070547537239
14,1,-32.53923045508132
14,2,-32.36760195889441
14,3,7.050079181572496
14,4,8.656312808290906
14,5,-88.03597434233457
14,6,-239.49652182697452
14,7,-29.697863293835752
14,8,-55.938094518824215
14,9,-314.6275548766333
14,10,-94.12081259394768
14,11,20.879978027072944
14,12,-260.7693436706513
14,13,-13.994219641575384
14,14,9.483859663184013
14,15,19.35238903964701
14,16,7.119040157545186
14,17,6.97985276150861
14,18,-143.8533519535419
14,19,17.36193362520377
14,20,6.815104877703423
14,21,2.9120614027411094
14,22,19.243604247956952
14,23,4.3636509379045165
14,24,3.2173432138866147
14,25,-51.674103296917224
14,26,9.36190125493345
14,27,-65.58186942221582
14,28,-10.07704576831788
14,29,12.476534359703813
14,30,6.712003433077374
14,31,1.062237367240762
14,32,-163.23876505773796
14,33,-27.070278601498174
14,34,-468.5892646267867
14,35,16.836775024432942
14,36,17.410444976756853
14,37,-66.3857598722438
14,38,10.0993268133182
14,39,10.040457427235001
14,40,-29.877226698930357
14,41,-14.560200626854773
14,42,7.865432795619032
14,43,-8.991392420155783
14,44,2.7198787916684957
14,45,-36.086496621582754
14,46,-208.46285201318273
14,47,13.058401839366972
14,48,9.616314056931365
14,49,3.802746817406966
15,0,-25.326133024499754
15,1,2.586594555188185
15,2,-42.58701379054128
15,3,18.7116769867417
15,4,-263.299495580758
15,5,-441.5542766652965
15,6,6.34815542504689
15,7,-23.769971896739207
15,8,9.864102561940637
15,9,-50.0427461167273
15,10,-96.16598330548156
15,11,-5.533172906154682
15,12,-34.02546477256019
15,13,11.932676420904631
15,14,-0.14773355194273563
15,15,2.1951027162598287
15,16,-108.12081001031918
15,17,-303.2234427760118
15,18,-36.21362059894308
15,19,11.160704472250714
15,20,-98.0387525453326
15,21,4.641900579597561
15,22,-74.34070777630723
15,23,-18.94979232472005
15,24,-143.0550414281965
15,25,-1151.7948193367838
15,26,3.184300399912402
15,27,-51.16861118867226
15,28,-30.343609805531294
15,29,-23.939651991617175
15,30,18.03424711457825
15,31,-153.97843563248347
15,32,-179.7671091558717
15,33,3.5986038164619742
15,34,18.725229368735526
15,35,14.36022030778436
15,36,-35.11076722577611
15,37,-261.51810532349174
15,38,-58.810043268504174
15,39,-538.8770486228414
15,40,-142.0782881669607
15,41,-250.1992089802884
15,42,-105.51123488335561
15,43,-120.22968828701183
15,44,-61.926538163101995
15,45,0.9493055294905126
15,46,6.402493225005649
15,47,5.637084138392922
15,48,-288.355711358829
15,49,18.18083697764267
16,0,-46.060180299265454
16,1,9.541678727153567
16,2,-252.82800916396792
16,3,-29.307528352607818
16,4,-116.05678809376614
16,5,12.8889500626521
16,6,-76.56079701976685
16,7,-0.6555834443313451
16,8,6.010835754683455
16,9,-70.63297054698337
16,10,10.773651257309172
16,11,9.183656745866188
16,12,-273.5074792256919
16,13,-96.13630720263075
16,14,-306.55958664784174
16,15,-219.90458403952454
16,16,-163.94050842607277
16,17,-33.544359305096776
16,18,5.788373298981181
16,19,-465.4011318219663
16,20,-462.6059537240844
16,21,-34.57454944231855
16,22,6.184720352692857
16,23,8.884544260731676
16,24,18.266086575853457
16,25,5.388878427293005
16,26,-299.5366440557844
16,27,13.381922960758551
16,28,5.956197418350509
16,29,-96.04222168752561
16,30,-26.829605074983313
16,31,14.259925022698347
16,32,12.543556025701431
16,33,-174.25150591903383
16,34,14.758314950024104
16,35,-37.5963649638132
16,36,-58.28480336045884
16,37,-43.89845974269325
16,38,10.085329343935818
16,39,-204.39785211551924
16,40,-31.24796888623586
16,41,12.610410370882885
16,42,-653.2246164792596
16,43,17.428751260906942
16,44,-79.79541457552007
16,45,-33.5735993928691
16,46,-219.07457882795399
16,47,-1370.1553630123153
16,48,16.534525743423337
16,49,1.2752904325279708
17,0,13.669571529382448
17,1,-38.24589838731657
17,2,13.130769491398578
17,3,-27.315657722520598
17,4,15.654379117890626
17,5,-76.635320674788
17,6,-58.82885960182006
17,7,15.896672671057097
17,8,5.418875494292234
17,9,-21.45912085595156
17,10,-339.75242753774296
17,11,-139.43602341820718
17,12,15.014830654192572
17,13,-124.2947178855109
17,14,-573.343432273739
17,15,9.607199771727654
17,16,7.261217711446861
17,17,-65.95734417530004
17,18,4.80804197465773
17,19,-67.0113002536716
17,20,-221.9682256817772
17,21,-71.85627226159063
17,22,-26.886330539765062
17,23,16.363621389593607
17,24,8.094183329396447
17,25,-16.340161877067935
17,26,-76.46226911244513
17,27,-102.24295443442539
17,28,-68.61524374755531
17,29,12.32393496922175
17,30,-93.4858950727949
17,31,-171.81452053023662
17,32,13.848916444906259
17,33,-29.09657956002188
17,34,-215.04858244208384
17,35,-81.76056378867882
17,36,-90.88401744888294
17,37,-16.308905240102355
17,38,-115.81069478577128
17,39,12.048962045343124
17,40,6.5755814695412695
17,41,13.578477663742817
17,42,3.569713250166192
17,43,-67.51815080603002
17,44,-38.930182906808795
17,45,-170.84592518817993
17,46,-31.27257841129918
17,47,6.103640706808854
17,48,-35.28960295535388
17,49,-4.717192644086019
18,0,-69.39830217177894
18,1,20.219163921006764
18,2,-162.72325561131106
18,3,-488.5102652017168
18,4,-72.59228269448339
18,5,7.570348624454773
18,6,-154.8780788213498
18,7,4.769001158509678
18,8,19.973606586107366
18,9,-28.276938382861154
18,10,-265.05672593324454
18,11,3.812805834572707
18,12,6.133484440259746
18,13,8.335961370819163
18,14,21.054628444285733
18,15,-518.6942532115828
18,16,-284.95166356791793
18,17,7.0698483856420395
18,18,-288.0791195711462
18,19,-24.275809207340096
18,20,1.691775643072969
18,21,18.445144011406423
18,22,-42.47633357535966
18,23,-26.396467084282683
18,24,-70.91771755985904
18,25,0.7469521773686516
18,26,-94.16498072467274
18,27,-175.63258379872673
18,28,-27.6240394508283
18,29,17.052591226025328
18,30,-138.85849084464462
18,31,-34.69545163897934
18,32,-376.2614468917947
18,33,-24.958847029158697
18,34,-64.54984571685986
18,35,-20.54116140673478
18,36,-0.18157678253591314
18,37,-23.45085102792926
18,38,11.720288693019445
18,39,-53.99302247592759
18,40,-670.4132934607826
18,41,15.684919902188732
18,42,20.408489928220085
18,43,-192.91402848488377
18,44,16.539511997262736
18,45,-86.59216496746201
18,46,-56.388946830269205
18,47,0.08146164774231934
18,48,-435.9859970195978
18,49,-93.60215705743573
19,0,-958.0539408936717
19,1,-112.52431075836584
19,2,5.918258053839185
19,3,4.279835987964638
19,4,-331.2186133845854
19,5,-233.405794437648
19,6,-108.52037000677994
19,7,-23.316236326423954
19,8,-417.610574865061
19,9,18.09242000826719
19,10,19.167208792320118
19,11,17.536162588543935
19,12,-136.43837608414924
19,13,-22.116768550632997
19,14,-17.434959525213188
19,15,-68.19179735364364
19,16,-259.54481022562015
19,17,9.338970170175163
19,18,-20.990024684981805
19,19,7.616361898837365
19,20,14.999481170574693
19,21,-20.941315990510915
19,22,17.987144280635878
19,23,-86.13431623964362
19,24,15.828677177501323
19,25,9.895571822425346
19,26,-155.40016298054786
19,27,-279.8155828744143
19,28,-84.44156542185515
19,29,7.938843470556151
19,30,-35.22864923068674
19,31,-174.85945156137166
19,32,-220.9459775897131
19,33,-441.2221436856894
19,34,1.8086540275532634
19,35,-162.3431276662227
19,36,-30.871641278276243
19,37,4.95646774050773
19,38,-94.54323030125263
19,39,-19.985622358686733
19,40,8.62834872230928
19,41,5.238222953466135
19,42,-72.54917284149266
19,43,-19.056812935355495
19,44,9.135104368529209
19,45,-13.143159161934072
19,46,-18.854980137982295
19,47,-23.622636426615713
19,48,18.262575669335583
19,49,-29.08043323185244
20,0,0.8213692163990451
20,1,0.1025130295522203
20,2,5.215221747190654
20,3,-165.47729608809436
20,4,6.927148215555608
20,5,-17.052703909510264
20,6,-9.492530555764738
20,7,-171.50024855324193
20,8,-40.119192080731935
20,9,-25.102872317874052
20,10,-277.46731629173235
20,11,14.720952464261016
20,12,-21.192199207865244
20,13,-359.21529397422313
20,14,21.53882835879117
20,15,-211.95490580987524
20,16,-70.2880213400485
20,17,-21.79936442239532
20,18,13.851854660333412
20,19,-373.99164073945815
20,20,-235.8654863082176
20,21,12.134602077844775
20,22,7.3062755399394135
20,23,9.463515977575334
20,24,14.05930843011826
20,25,-54.25385878025209
20,26,-486.6641942606555
20,27,-187.80557539022226
20,28,-196.26892456930875
20,29,-429.56995711007113
20,30,15.732968424097304
20,31,-463.79968724882633
20,32,-41.37449380801034
20,33,-114.17709296776668
20,34,-90.35318667426924
20,35,-237.82447462627442
20,36,-69.76465844669002
20,37,17.036600333766486
20,38,-76.1024843288616
20,39,13.949382474893206
20,40,12.368218381981475
20,41,-249.2686362331482
20,42,-135.71086075159548
20,43,-0.16924958227430054
20,44,-134.71017054157352
20,45,5.3336708310583205
20,46,-836.221676800452
20,47,-1234.6527959618786
20,48,11.504438681490448
20,49,-17.3215606394307
21,0,9.825217644073817
21,1,-19.0843340771726
21,2,-378.31667591057465
21,3,-32.96324365622585
21,4,-112.75434610182982
21,5,-82.0100616716248
21,6,-24.757785863028126
21,7,12.82516628870733
21,8,-15.837094106387617
21,9,-23.624748018650216
21,10,-429.10082386291697
21,11,-89.61036671451424
21,12,-888.1284715085317
21,13,-26.91317130529479
21,14,0.3369987042750857
21,15,-81.23451543741787
21,16,21.445224556489492
21,17,-89.50949513348355
21,18,-20.097705872934434
21,19,11.220007407385829
21,20,-30.137109973995926
21,21,-131.64935007084085
21,22,10.03700863465306
21,23,-6.652566274863304
21,24,14.935963546698755
21,25,-888.1398985830531
21,26,-15.238859909176362
21,27,0.018570535797394427
21,28,-129.39645295502203
21,29,12.807935201361204
21,30,-59.15331739492949
21,31,-3.789465041949594
21,32,-54.63265647894478
21,33,-26.921405409853563
21,34,-37.91025428646019
21,35,5.97841067530727
21,36,-662.1903684631112
21,37,-58.09265906971673
21,38,-180.17642213310387
21,39,-534.5872990824657
21,40,17.513000491793107
21,41,9.312347292400627
21,42,-94.76784110093972
21,43,-1702.1359842060692
21,44,12.663581580355324
21,45,15.28823476866803
21,46,19.541484074702275
21,47,-346.0526640177179
21,48,-37.677358869173815
